status,longitude,latitude,house_type,beds,baths,full_baths,price_reduced,new_construction,foreclosure,plans,new_listing,is_coming_soon,is_contingent,is_pending,price_reduced_amount,days_since_last_sold,days_since_list_date,last_sold_prices,list_prices
0,-121.94953,37.775004,condos,2,2,2,0,0,0,0,1,0,0,0,,1233,0,550000,675000
0,-121.940795,37.768731,condos,1,1,1,0,0,0,0,1,0,0,0,,6040,0,363000,499000
0,-121.896325,37.764393,single_family,3,3,2,0,0,0,0,1,0,0,0,,168,0,1600000,1549000
0,-121.940595,37.768571,condos,2,1,1,0,0,0,0,1,0,0,0,,2623,0,455000,639000
0,-121.912321,37.765604,condos,3,3,3,0,0,0,0,1,0,0,0,,1896,0,770000,1199000
0,-121.944696,37.766341,condos,2,2,2,0,0,0,0,1,0,0,0,,1433,0,612000,749950
0,-121.94005,37.760629,single_family,3,3,3,0,0,0,0,1,0,0,0,,2368,0,415500,1748000
0,-121.915579,37.764569,single_family,4,5,4,0,0,0,0,1,0,0,0,,2196,0,1250000,2099500
0,-121.890251,37.760825,single_family,5,4,4,0,0,0,0,1,0,0,0,,6315,0,1142500,2348000
0,-121.94153,37.765125,townhomes,3,3,3,0,0,0,0,1,0,0,0,,2289,0,875000,1500000
0,-121.932564,37.773512,single_family,4,3,2,0,0,0,0,1,0,0,0,,5556,0,1040000,1975000
0,-121.953253,37.767486,single_family,4,3,3,0,0,0,0,1,0,0,1,,12839,0,248000,1675000
0,-121.930007,37.775655,townhomes,3,3,2,0,0,0,0,1,0,0,0,,2953,0,649000,1199888
0,-121.906022,37.763093,townhomes,3,3,2,0,0,0,0,1,0,0,0,,1428,0,830000,1188000
0,-121.941093,37.778821,single_family,5,5,5,0,0,0,0,1,0,0,0,,785,0,1810000,2975000
0,-121.916381,37.762664,single_family,4,4,3,0,0,0,0,1,0,0,1,,2589,0,1036500,1798000
0,-121.940781,37.773885,single_family,3,3,2,0,0,0,0,1,0,0,0,,2248,0,998000,1600000
0,-121.945558,37.786272,townhomes,3,3,2,0,0,0,0,1,0,0,1,,4079,0,550000,1299950
0,-121.919592,37.780741,single_family,3,3,2,0,0,0,0,1,0,0,0,,2273,0,1103000,2050000
0,-121.917191,37.756133,single_family,4,4,3,0,0,0,0,1,0,0,1,,1065,0,1465000,2250000
0,-121.916379,37.733339,single_family,5,4,3,0,0,0,0,1,0,0,1,,9088,0,587000,2250000
0,-121.918503,37.758181,single_family,4,5,4,0,0,0,0,1,0,0,1,,733,0,1750000,2450000
0,-121.890263,37.748176,single_family,4,3,2,1,0,0,0,1,0,0,0,999,5840,0,866500,1800000
0,-121.942672,37.763448,single_family,4,2,2,0,0,0,0,1,0,0,0,,169,0,2226000,1795000
0,-121.888612,37.745156,single_family,5,5,4,0,0,0,0,1,0,0,0,,125,0,2810000,2675000
0,-121.910983,37.774833,single_family,4,5,4,0,0,0,0,1,0,0,1,,5766,0,1026000,2249000
0,-121.920313,37.776533,townhomes,4,3,3,0,0,0,0,1,0,0,1,,6483,0,439000,998000
0,-121.920153,37.771697,townhomes,5,4,4,0,0,0,0,1,0,0,0,,6056,0,829000,1459000
0,-121.95056,37.780034,condos,2,2,2,0,0,0,0,1,0,0,1,,2045,0,635000,899000
0,-121.912753,37.759721,single_family,3,3,2,0,0,0,0,1,0,0,1,,1906,0,969000,1475000
0,-121.902566,37.760532,single_family,4,3,2,0,0,0,0,1,0,0,0,,7048,0,576000,1498888
0,-121.939267,37.769011,single_family,3,3,2,0,0,0,0,1,0,0,1,,1471,0,1198500,1499500
0,-121.946108,37.7673,condos,2,3,2,0,0,0,0,1,0,0,0,,2693,0,530000,829000
0,-121.926864,37.790437,single_family,5,3,3,0,0,0,0,1,0,0,1,,9100,0,401000,1699888
0,-121.911161,37.765522,condos,4,4,4,0,0,0,0,1,0,0,1,,0,0,,1270000
0,-121.898788,37.75002,townhomes,3,3,2,0,0,0,0,1,0,0,0,,5762,0,600000,1175000
0,-121.899865,37.772019,condos,4,4,3,1,0,0,0,1,0,0,0,1000,65,0,1133500,1199000
0,-121.916106,37.767377,single_family,4,3,3,0,0,0,0,1,0,0,1,,3838,0,845000,2195000
0,-121.950983,37.780267,condos,3,2,2,1,0,0,0,1,0,0,0,51000,1587,0,807000,1048000
0,-121.899179,37.750609,condos,3,3,2,0,0,0,0,1,0,0,0,,4381,0,515000,1175000
0,-121.926335,37.783846,townhomes,4,3,2,0,0,0,0,1,0,0,0,,27,0,1470000,1250000
0,-121.914181,37.773509,single_family,3,3,2,1,0,0,0,1,0,0,0,75000,3053,0,930000,1975000
0,-121.942626,37.769282,condos,2,2,2,0,0,0,0,1,0,0,1,,4885,0,295000,649000
0,-121.926473,37.779135,single_family,4,5,4,0,0,0,0,1,0,0,1,,194,0,3289000,2999000
0,-121.943718,37.772771,condos,2,2,2,0,0,0,0,1,0,0,0,,2305,0,470000,695000
0,-121.916967,37.761837,single_family,4,4,3,0,0,0,0,1,0,0,0,,4346,0,719000,1750000
0,-121.93182,37.768096,single_family,4,3,3,0,0,0,0,1,0,0,1,,408,0,1900000,2199000
0,-121.951545,37.769552,single_family,4,3,3,0,0,0,0,1,0,0,1,,11433,0,377000,1699000
0,-121.91529,37.761067,single_family,4,4,3,0,0,0,0,1,0,0,0,,6,0,2000000,1938000
0,-121.896232,37.779863,single_family,5,5,4,1,0,0,0,1,0,0,0,86000,5174,0,924500,2399000
0,-121.945297,37.767626,condos,1,1,1,0,0,0,0,1,0,0,1,,644,0,440000,545000
0,-121.928661,37.787242,single_family,3,3,2,0,0,0,0,1,0,0,1,,481,0,1560000,1474000
0,-121.903507,37.749298,single_family,5,4,3,0,0,0,0,1,0,0,0,,3093,0,1365000,2788000
0,-121.944191,37.773003,condos,1,1,1,0,0,0,0,1,0,0,0,,6,0,540000,520000
0,-121.928267,37.787417,single_family,4,3,3,1,0,0,0,1,0,0,0,50000,7029,0,668000,1799000
0,-121.891587,37.747102,single_family,6,5,4,0,0,0,0,1,0,0,1,,5663,0,1281000,2438000
0,-121.921094,37.781212,single_family,3,2,2,0,0,0,0,1,0,0,0,,20,0,1850000,1698000
0,-121.94638,37.791156,single_family,3,2,2,1,0,0,0,1,0,0,1,50000,11493,0,188000,1548000
0,-121.944374,37.784216,single_family,3,3,2,0,0,0,0,1,0,0,1,,12453,0,287000,1599950
0,-121.952238,37.775305,single_family,3,3,3,0,0,0,0,1,0,0,0,,6,0,1460000,1499000
0,-121.950179,37.771819,townhomes,3,3,2,0,0,0,0,1,0,0,0,,2647,0,780000,1288000
0,-121.911629,37.766123,condos,3,3,2,0,0,0,0,1,0,0,0,,1,0,1100000,1150000
0,-121.925441,37.788304,townhomes,3,3,2,0,0,0,0,1,0,0,0,,110,0,1335000,1248888
0,-121.903417,37.767013,single_family,4,4,3,0,0,0,0,1,0,0,0,,205,0,2230000,1998000
0,-121.912103,37.732506,single_family,4,3,2,0,0,0,0,1,0,0,0,,14,0,1640000,1598000
0,-121.900404,37.754629,single_family,5,4,3,1,0,0,0,1,0,0,0,100001,6060,0,890000,1999999
0,-121.903072,37.75318,single_family,5,4,4,0,0,0,0,1,0,0,0,,30,0,2425000,2348000
0,-121.934927,37.781074,single_family,5,5,4,0,0,0,0,1,0,0,0,,15,0,3700000,3499900
0,-121.942097,37.768609,condos,2,2,1,0,0,0,0,1,0,1,0,,3137,0,395000,625000
0,-121.942255,37.768682,condos,1,1,1,0,0,0,0,1,0,0,0,,19,0,505000,499800
0,-121.893044,37.753255,single_family,4,3,2,0,0,0,0,1,0,0,1,,5636,0,815000,1788800
0,-121.922907,37.77687,townhomes,4,3,3,1,0,0,0,1,0,0,1,6000,90,0,1427000,1107000
0,-121.939924,37.764062,townhomes,4,3,3,1,0,0,0,1,0,0,1,178000,11388,0,330000,1200000
0,-121.929791,37.779891,single_family,4,3,3,0,0,0,0,1,0,0,0,,22,0,2400000,2400000
0,-121.908463,37.774084,single_family,3,3,2,0,0,0,0,1,0,0,0,,26,0,1860000,1875000
0,-121.903694,37.766024,single_family,4,3,2,0,0,0,0,1,0,0,0,,15,0,2200000,2139000
0,-121.943348,37.76907,condos,1,1,1,0,0,0,0,1,0,0,0,,40,0,515000,509950
0,-121.907364,37.764978,townhomes,3,3,2,0,0,0,0,1,0,0,1,,2505,0,690000,1050000
0,-121.927899,37.78505,townhomes,4,3,2,0,0,0,0,1,0,0,0,,13,0,1200000,1249800
0,-121.912394,37.765519,condos,3,3,2,0,0,0,0,1,0,0,0,,14,0,1110000,1199000
0,-121.94435,37.764812,single_family,5,3,3,0,0,0,0,1,0,0,0,,15,0,1998000,1998000
0,-121.93652,37.756951,single_family,4,3,2,0,0,0,0,1,0,0,0,,36,0,1800000,1899000
0,-121.936103,37.756368,single_family,4,3,2,1,0,0,0,1,0,0,0,100000,13,0,1800000,1800000
0,-121.910195,37.759714,single_family,4,4,3,0,0,0,0,1,0,0,0,,5,0,2225000,2199999
0,-121.915388,37.760087,townhomes,3,3,2,0,0,0,0,1,0,0,0,,12,0,950000,985000
0,-121.942943,37.782711,townhomes,2,3,2,1,0,0,0,1,0,0,0,25600,3346,0,614000,1049000
0,-121.949927,37.788037,single_family,4,2,2,0,0,0,0,1,0,0,0,,41,0,1760000,1798000
0,-121.915025,37.760139,condos,3,3,3,0,0,0,0,1,0,1,0,,4244,0,565000,1190000
0,-121.937867,37.77257,single_family,4,3,2,1,0,0,0,1,0,0,1,171000,2326,0,1270000,2098000
0,-121.913009,37.759147,single_family,3,3,2,1,0,0,0,1,0,0,0,81000,2,0,1400000,1459000
0,-121.946716,37.769725,condos,2,2,2,0,0,0,0,1,0,1,0,,3793,0,325000,749000
0,-121.925475,37.783678,townhomes,3,3,2,1,0,0,0,1,0,0,0,35001,15,0,1150000,1199999
0,-121.927032,37.787286,single_family,5,3,3,1,0,0,0,1,0,0,0,50000,7883,0,732000,1838888
0,-121.912317,37.765522,townhomes,3,3,2,0,0,0,0,1,0,0,1,,1891,0,836000,1195000
0,-121.921149,37.776896,townhomes,4,3,2,1,0,0,0,1,0,0,0,4000,96,0,1395500,1336000
0,-121.916531,37.774169,single_family,4,3,3,1,0,0,0,1,0,0,0,30000,1793,0,1280000,2170000
0,-121.927384,37.785784,townhomes,4,3,2,1,0,0,0,1,0,0,0,21112,1352,0,910000,1228888
0,-121.938731,37.772606,single_family,4,4,3,1,0,0,0,1,0,0,1,151000,7215,0,1225000,2799000
0,-121.894041,37.75145,single_family,4,3,2,1,0,0,0,1,0,0,0,50000,15,0,1725000,1745000
0,-121.922882,37.784556,single_family,5,3,3,0,0,0,0,1,0,0,0,,36,0,2475000,2428000
0,-121.916418,37.760553,condos,3,3,2,0,0,0,0,1,0,0,0,,29,0,955000,988000
0,-121.900785,37.749849,single_family,3,3,2,1,0,0,0,1,0,0,0,31000,125,0,1717500,1499000
0,-121.95346,37.785251,townhomes,3,3,2,0,0,0,0,1,0,0,0,,35,0,889500,899000
0,-121.920799,37.774648,single_family,4,3,3,1,0,0,0,1,0,0,0,60000,16,0,1396000,1448888
0,-121.95552,37.771949,single_family,4,3,3,1,0,0,0,1,0,0,0,145000,6,0,1907500,1950000
0,-121.935782,37.754446,single_family,4,3,2,0,0,0,0,1,0,0,0,,41,0,2250000,2098000
0,-121.908004,37.76701,townhomes,3,3,3,0,0,0,0,1,0,0,0,,36,0,1050000,1085000
0,-121.922135,37.768598,single_family,5,4,4,0,0,0,0,1,0,0,0,,41,0,2150000,2089000
0,-121.915564,37.760261,single_family,4,4,3,0,0,0,0,1,0,0,0,,19,0,1430000,1499000
0,-121.93429,37.780496,single_family,5,5,4,1,0,0,0,1,0,0,0,160000,21,0,3325000,3369000
0,-121.906917,37.766948,townhomes,3,3,2,0,0,0,0,1,0,0,0,,49,0,950000,950000
0,-121.925521,37.785565,townhomes,3,3,2,1,0,0,0,1,0,0,0,100000,1255,0,731000,1249000
0,-121.907498,37.765545,townhomes,3,3,3,0,0,0,0,1,0,0,1,,6517,0,571500,1095880
0,-121.931449,37.749863,single_family,5,3,3,0,0,0,0,1,0,0,0,,28,0,2260000,2200000
0,-121.898078,37.762329,single_family,6,4,4,1,0,0,0,1,0,0,0,152100,28,0,2450000,2547000
0,-121.943507,37.771132,single_family,4,3,2,0,0,0,0,1,0,0,0,,40,0,1641000,1680000
0,-121.890576,37.760213,single_family,5,4,4,0,0,0,0,1,0,0,0,,30,0,2260000,2399000
0,-121.94134,37.764995,townhomes,3,3,3,0,0,0,0,1,0,0,0,,9,0,1600000,1649000
0,-121.95745,37.78322,single_family,4,3,3,0,0,0,0,1,0,0,0,,30,0,1945000,1998000
0,-121.954117,37.770066,single_family,4,3,2,0,0,0,0,1,0,0,0,,61,0,1898000,1998000
0,-121.912334,37.776594,single_family,5,4,3,0,0,0,0,1,0,0,0,,16,0,2720000,2999000
0,-121.951818,37.779605,condos,2,2,2,0,0,0,0,1,0,0,0,,61,0,925000,925000
0,-121.955929,37.771696,single_family,4,3,2,1,0,0,0,1,0,0,0,100000,10428,0,360000,1825000
0,-121.898766,37.767487,single_family,5,5,5,1,0,0,0,1,0,0,0,61000,20,0,2450000,2499000
0,-121.957382,37.772309,single_family,4,3,2,0,0,0,0,1,0,0,0,,28,0,1888700,1900000
0,-121.897539,37.753562,single_family,4,4,3,1,0,0,0,1,0,0,0,91000,4088,0,720000,2089000
0,-121.939857,37.78529,single_family,4,3,3,1,0,0,0,1,0,0,0,100000,29,0,1850000,1889900
0,-121.948369,37.776302,condos,1,1,1,0,0,0,0,1,0,0,0,,26,0,515000,529000
0,-121.884563,37.758321,single_family,5,5,4,0,0,0,0,1,0,0,0,,55,0,2585000,2488000
0,-121.949263,37.774374,condos,1,1,1,0,0,0,0,1,0,0,0,,58,0,518000,510000
0,-121.895827,37.76489,single_family,5,3,3,0,0,0,0,1,0,0,0,,43,0,1975000,2199000
0,-121.901074,37.749397,single_family,3,3,2,1,0,0,0,1,0,0,0,100000,26,0,1376000,1390000
0,-121.897979,37.750788,condos,3,3,2,0,0,0,0,1,0,0,0,,41,0,1070000,1150000
0,-121.948623,37.784246,condos,3,2,2,1,0,0,0,1,0,0,0,51000,43,0,1179000,1198000
0,-121.911427,37.774475,single_family,4,4,3,1,0,0,0,1,0,0,0,200000,30,0,2000000,2099000
0,-121.951993,37.769975,single_family,3,2,2,0,0,0,0,1,0,0,0,,50,0,1860000,1850000
0,-121.891351,37.754667,single_family,5,3,3,0,0,0,0,1,0,0,0,,27,0,2250000,2299000
0,-121.94285,37.783543,townhomes,3,3,2,1,0,0,0,1,0,0,0,152000,38,0,1190000,1198000
0,-121.897441,37.750144,townhomes,4,3,3,1,0,0,0,1,0,0,0,50000,58,0,1300000,1348000
0,-121.93987,37.761989,single_family,4,3,2,0,0,0,0,1,0,0,0,,72,0,2000000,1995000
0,-121.888095,37.763593,single_family,4,3,3,1,0,0,0,1,0,0,0,89000,50,0,1800000,1899000
0,-121.891424,37.763698,single_family,4,3,2,1,0,0,0,1,0,0,0,50000,58,0,1800000,1838000
0,-121.911529,37.731176,single_family,5,3,3,1,0,0,0,1,0,0,0,100000,36,0,1480000,1599000
0,-121.941803,37.760482,single_family,4,3,3,0,0,0,0,1,0,0,0,,63,0,1988000,1998000
0,-121.93243,37.775559,single_family,4,3,2,1,0,0,0,1,0,0,0,60000,16,0,1928000,2039000
0,-121.943329,37.761379,condos,2,2,2,0,0,0,0,1,0,0,0,,58,0,815000,788000
0,-121.898381,37.750484,condos,3,3,2,1,0,0,0,1,0,0,0,35000,51,0,1100000,1145000
0,-121.916512,37.735912,single_family,4,2,2,0,0,0,0,1,0,0,0,,54,0,1500000,1550000
0,-121.953663,37.774805,single_family,5,3,3,0,0,0,0,1,0,0,0,,70,0,1749000,1799000
0,-121.94247,37.76083,condos,2,2,2,0,0,0,0,1,0,0,0,,57,0,740000,759900
0,-121.898617,37.750344,townhomes,3,3,2,0,0,0,0,1,0,0,0,,69,0,1100011,1069000
0,-121.897837,37.749781,townhomes,3,3,2,0,0,0,0,1,0,0,0,,64,0,1150000,1180000
0,-121.898985,37.749533,townhomes,3,3,2,0,0,0,0,1,0,0,0,,54,0,1150000,1200000
0,-121.906185,37.774697,single_family,3,2,2,0,0,0,0,1,0,0,0,,245,0,1750000,1680000
0,-121.950494,37.781686,condos,2,2,2,0,0,0,0,1,0,0,0,,177,0,825000,795000
0,-121.946606,37.786027,townhomes,3,3,3,0,0,0,0,1,0,0,0,,183,0,1460000,1280000
0,-121.937936,37.768406,single_family,4,3,2,1,0,0,0,1,0,0,0,99000,34,0,1780000,1800000
0,-121.888281,37.746832,single_family,5,5,4,0,0,0,0,1,0,0,0,,72,0,2625000,2699000
0,-121.887082,37.760875,single_family,5,5,4,0,0,0,0,1,0,0,0,,246,0,2490000,2200000
0,-121.922038,37.784349,single_family,4,3,3,1,0,0,0,1,0,0,0,150050,33,0,2000000,1999950
0,-121.936471,37.754989,single_family,4,3,2,1,0,0,0,1,0,0,0,251000,48,0,1750000,1899000
0,-121.952388,37.785653,condos,2,2,2,0,0,0,0,1,0,0,0,,34,0,750000,775000
0,-121.915845,37.741148,single_family,4,3,3,0,0,0,0,1,0,0,0,,57,0,1800000,1998000
0,-121.913138,37.757671,single_family,3,3,2,1,0,0,0,1,0,0,0,50000,28,0,1360000,1349950
0,-121.925773,37.784347,townhomes,4,3,2,1,0,0,0,1,0,0,1,90000,10453,0,249000,1225000
0,-121.91789,37.778454,single_family,4,3,3,1,0,0,0,1,0,0,0,149000,40,0,1950000,2050000
0,-121.889199,37.746052,single_family,5,5,4,0,0,0,0,1,0,0,0,,36,0,2768000,2768000
0,-121.945837,37.787155,condos,3,2,2,0,0,0,0,1,0,0,0,,75,0,860000,820000
0,-121.945693,37.786734,townhomes,3,3,2,1,0,0,0,1,0,0,0,90000,19,0,1165000,1189000
0,-121.927126,37.766872,single_family,5,6,5,1,0,0,0,1,0,0,0,198801,16,0,3900000,3999999
0,-121.922227,37.784225,single_family,4,3,3,1,0,0,0,1,0,0,0,182000,28,0,2250000,2398000
0,-121.946341,37.768197,condos,2,2,2,1,0,0,0,1,0,0,0,25000,54,0,695000,725000
0,-121.907721,37.767351,townhomes,3,3,3,0,0,0,0,1,0,0,0,,194,0,1210000,959000
0,-121.917691,37.75555,single_family,4,4,3,0,0,0,0,1,0,0,0,,69,0,2300000,2395000
0,-121.912605,37.731159,single_family,3,2,2,1,0,0,0,1,0,0,0,114000,8,0,1320000,1385000
0,-121.915443,37.736004,single_family,5,4,3,0,0,0,0,1,0,0,0,,75,0,2006250,2098800
0,-121.911966,37.759512,single_family,4,4,3,0,0,0,0,1,0,0,0,,75,0,1530000,1490000
0,-121.942802,37.77301,single_family,3,2,2,1,0,0,0,1,0,0,0,55000,5,0,1534000,1595000
0,-121.888626,37.762015,single_family,4,3,3,1,0,0,0,1,0,0,1,90000,6564,0,893000,2088000
0,-121.907356,37.77306,single_family,3,3,2,1,0,0,0,1,0,0,0,49000,133,0,2000000,1799000
0,-121.923378,37.768906,single_family,4,4,3,1,0,0,0,1,0,0,0,10000,27,0,1851000,1888000
0,-121.943263,37.761303,condos,2,2,2,0,0,0,0,1,0,0,0,,91,0,860000,799000
0,-121.952566,37.785923,townhomes,3,3,2,0,0,0,0,1,0,0,0,,71,0,910000,899000
0,-121.895956,37.763863,single_family,5,3,3,1,0,0,0,1,0,0,0,100000,61,0,1480000,1495000
0,-121.955626,37.78409,single_family,4,3,2,1,0,0,0,1,0,0,1,160000,2549,0,950000,2169888
0,-121.924618,37.78846,townhomes,2,3,2,0,0,0,0,1,0,0,0,,89,0,1120000,1149800
0,-121.913259,37.765118,condos,4,4,4,0,0,0,0,1,0,0,0,,68,0,1300000,1299000
0,-121.89458,37.761217,single_family,5,6,5,1,0,0,0,1,0,0,0,200112,22,0,2475000,2599888
0,-121.933692,37.777822,single_family,4,5,4,1,0,0,0,1,0,0,1,199100,2718,0,2300000,3499900
0,-121.925431,37.789095,townhomes,3,3,2,1,0,0,0,1,0,0,0,999,75,0,1235000,1299000
0,-121.896706,37.762072,single_family,5,4,4,0,0,0,0,1,0,0,0,,61,0,2375000,2399000
0,-121.948155,37.771423,single_family,3,3,2,1,0,0,0,1,0,0,0,251000,82,0,1075000,999000
0,-121.943782,37.772019,condos,1,1,1,1,0,0,0,1,0,0,0,26900,37,0,530000,499000
0,-121.918514,37.758928,single_family,4,5,4,1,0,0,0,1,0,0,0,245000,92,0,2700000,2650000
0,-121.940134,37.777314,single_family,4,4,3,0,0,0,0,1,0,0,0,,99,0,2975000,2999000
0,-121.944046,37.772751,condos,1,1,1,0,0,0,0,1,0,0,0,,90,0,537000,520000
0,-121.951718,37.780124,condos,2,2,2,0,0,0,0,1,0,0,0,,89,0,875000,798000
0,-121.922793,37.775937,townhomes,4,3,2,1,0,0,0,1,0,0,0,87000,62,0,1250000,1298000
0,-121.945808,37.766895,condos,2,2,2,0,0,0,0,1,0,0,0,,215,0,785000,699000
0,-121.917808,37.741279,single_family,4,3,3,0,0,0,0,1,0,0,0,,92,0,2170000,1949800
